timestamp,request_id,queue_type,alloc_type,queue_ms,preprocess_ms,inference_ms,postprocess_ms,total_ms
1769862477,0,MPMC,Standard,0.0295,1.4622,35.1192,0.1271,36.7381
1769862477,3,MPMC,Standard,0.0129,2.0374,33.8957,0.0359,35.9818
1769862477,1,MPMC,Standard,0.0156,1.5297,40.3900,1.0604,42.9956
1769862477,5,MPMC,Standard,0.0908,2.5392,36.8326,0.0526,39.5151
1769862477,4,MPMC,Standard,0.0275,1.7045,47.6174,0.0401,49.3896
1769862477,6,MPMC,Standard,0.0817,1.8223,31.0542,0.0462,33.0044
1769862477,9,MPMC,Standard,32.4484,1.5969,19.2415,0.4662,53.7530
1769862478,8,MPMC,Standard,32.4818,2.1835,29.5947,0.1660,64.4260
1769862478,7,MPMC,Standard,0.2126,2.7084,63.2163,0.0386,66.1759
1769862478,10,MPMC,Standard,29.4264,1.6837,27.2865,0.0852,58.4818
1769862478,13,MPMC,Standard,23.1455,2.3837,21.1397,0.1220,46.7908
1769862478,11,MPMC,Standard,21.6080,1.5312,23.7881,0.1427,47.0700
1769862478,2,MPMC,Standard,0.0303,1.2998,74.4578,0.0695,75.8575
1769862478,14,MPMC,Standard,11.7098,1.4080,20.9337,0.7762,34.8278
1769862478,12,MPMC,Standard,22.7750,2.6465,37.2859,0.0598,62.7672
1769862478,15,MPMC,Standard,21.9176,1.8991,22.8243,0.1487,46.7897
1769862478,18,MPMC,Standard,26.0574,1.3701,27.5529,0.0661,55.0464
1769862478,19,MPMC,Standard,8.2850,1.5368,28.2728,0.0579,38.1525
1769862478,17,MPMC,Standard,25.2455,1.6027,31.6324,0.0809,58.5615
1769862478,21,MPMC,Standard,14.5688,1.7048,26.1609,0.1093,42.5438
1769862478,24,MPMC,Standard,17.5368,1.5295,19.2307,0.1104,38.4074
1769862478,16,MPMC,Standard,23.2878,1.6857,52.6302,4.7023,82.3061
1769862478,22,MPMC,Standard,23.3590,1.5612,36.2326,1.6877,62.8405
1769862478,26,MPMC,Standard,17.8983,1.6608,22.5365,0.0263,42.1219
1769862478,23,MPMC,Standard,9.1585,1.6208,36.0719,0.0745,46.9258
1769862478,25,MPMC,Standard,17.7827,1.5425,26.8488,0.3234,46.4974
1769862478,27,MPMC,Standard,21.5865,1.4348,23.6173,0.0703,46.7089
1769862478,28,MPMC,Standard,29.6666,1.4413,28.0870,0.3312,59.5262
1769862478,20,MPMC,Standard,9.7849,5.8480,76.7332,0.0903,92.4565
1769862478,33,MPMC,Standard,15.1812,1.3252,24.4354,0.2042,41.1461
1769862478,31,MPMC,Standard,27.3861,1.5686,33.3894,0.0763,62.4204
1769862478,34,MPMC,Standard,14.8311,1.9919,29.8341,0.1843,46.8414
1769862478,32,MPMC,Standard,16.5262,3.2776,40.6997,0.6654,61.1687
1769862478,35,MPMC,Standard,34.5895,1.8876,27.3379,0.2771,64.0920
1769862478,37,MPMC,Standard,18.7386,2.3589,23.3684,0.1875,44.6534
1769862478,39,MPMC,Standard,25.7119,1.9323,20.4659,0.2270,48.3371
1769862478,30,MPMC,Standard,32.0001,1.6492,62.8865,0.1831,96.7189
1769862478,29,MPMC,Standard,34.3876,1.4954,66.0824,0.1627,102.1282
1769862478,38,MPMC,Standard,24.2620,1.1347,42.0070,0.1608,67.5646
1769862478,40,MPMC,Standard,34.9996,1.7367,33.5847,0.2791,70.6000
1769862478,42,MPMC,Standard,43.4906,2.0005,24.2226,0.6285,70.3423
1769862478,41,MPMC,Standard,42.6915,1.9846,25.2255,1.6490,71.5506
1769862478,43,MPMC,Standard,17.6518,1.2367,27.8873,3.7018,50.4776
1769862478,36,MPMC,Standard,18.9453,2.3634,60.9604,2.1121,84.3812
1769862478,44,MPMC,Standard,16.2553,8.7040,20.9620,4.9191,50.8404
1769862478,49,MPMC,Standard,11.2211,1.4673,21.9586,0.3162,34.9632
1769862478,47,MPMC,Standard,32.4284,5.5108,21.6489,0.0425,59.6306
1769862478,50,MPMC,Standard,20.0869,1.5833,24.4903,0.1866,46.3471
1769862478,46,MPMC,Standard,29.1680,10.0823,30.6693,0.0664,69.9860
1769862478,45,MPMC,Standard,24.9484,2.3904,54.3217,0.1505,81.8111
1769862478,51,MPMC,Standard,22.2112,1.8503,37.1095,0.1035,61.2746
1769862478,53,MPMC,Standard,14.7665,1.2254,27.3825,0.1040,43.4783
1769862478,54,MPMC,Standard,16.5989,1.5446,26.0518,0.0713,44.2667
1769862478,48,MPMC,Standard,32.7177,1.8424,59.9684,1.4364,95.9649
1769862478,55,MPMC,Standard,26.1252,2.2730,27.2816,0.0679,55.7477
1769862478,52,MPMC,Standard,26.4677,1.5437,54.6804,0.1343,82.8261
1769862478,59,MPMC,Standard,32.2745,1.5489,22.1640,0.0953,56.0827
1769862478,60,MPMC,Standard,28.6257,2.0019,21.2700,0.0572,51.9549
1769862478,58,MPMC,Standard,34.8060,1.7988,26.2294,0.0382,62.8723
1769862478,62,MPMC,Standard,19.8879,1.7218,24.3896,0.0685,46.0678
1769862478,57,MPMC,Standard,31.8137,2.0241,41.6461,0.0288,75.5127
1769862478,64,MPMC,Standard,30.6730,1.4143,19.4960,0.0612,51.6445
1769862478,56,MPMC,Standard,20.9468,1.9568,61.5648,0.0522,84.5206
1769862478,63,MPMC,Standard,26.6405,1.4785,25.8661,0.0348,54.0199
1769862478,65,MPMC,Standard,17.9399,1.7315,21.4996,0.0227,41.1937
1769862478,66,MPMC,Standard,18.0549,1.6114,22.9853,1.6344,44.2860
1769862478,61,MPMC,Standard,37.2245,1.9833,42.2422,0.1247,81.5746
1769862478,67,MPMC,Standard,30.4357,1.5311,20.4806,0.0467,52.4941
1769862478,69,MPMC,Standard,19.3102,1.1355,19.3034,0.0668,39.8159
1769862478,72,MPMC,Standard,21.6185,1.1655,25.9489,0.0509,48.7838
1769862478,71,MPMC,Standard,21.4335,1.5658,27.2920,0.0484,50.3396
1769862478,73,MPMC,Standard,26.6505,3.0544,25.4348,0.0899,55.2295
1769862478,75,MPMC,Standard,20.1372,1.5545,22.9815,0.1652,44.8384
1769862478,76,MPMC,Standard,19.3450,1.6525,18.7819,0.0873,39.8667
1769862478,74,MPMC,Standard,13.8378,2.1003,36.6492,0.6644,53.2517
1769862478,77,MPMC,Standard,28.2695,1.8805,19.7149,0.0722,49.9372
1769862478,78,MPMC,Standard,12.4540,1.1964,25.8833,0.0232,39.5570
